transaction_id,transaction_time,customer_id,product_id,quantity,unit_price,product_category,product_type,product,size,day_of_week
695,15:48:33,36,39,1,4.25,Coffee,Barista Espresso,Latte,Rg,4
697,16:12:51,748,37,2,3.0,Coffee,Barista Espresso,Espresso shot,Regular,4
698,12:45:56,703,52,1,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg,4
702,17:53:30,737,51,1,3.0,Tea,Brewed Black tea,Earl Grey,Lg,4
705,14:26:50,459,60,2,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg,4
708,14:33:59,69,50,1,2.5,Tea,Brewed Black tea,Earl Grey,Rg,4
708,14:33:59,69,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular,4
710,11:24:08,696,29,1,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Rg,4
710,11:24:08,696,72,1,3.25,Bakery,Scone,Ginger Scone,Regular,4
712,19:32:32,773,59,1,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Lg,4
714,19:20:29,91,59,2,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Lg,4
714,19:20:29,91,69,1,3.25,Bakery,Biscotti,Hazelnut Biscotti,Regular,4
715,17:05:27,718,47,1,3.0,Tea,Brewed Green tea,Serenity Green Tea,Lg,4
720,16:37:38,234,50,2,2.5,Tea,Brewed Black tea,Earl Grey,Rg,4
721,14:29:23,452,28,1,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Sm,4
734,19:59:54,66,52,1,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg,4
734,19:59:54,66,76,1,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Regular,4
736,12:56:57,151,60,1,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg,4
738,16:00:28,129,43,2,3.0,Tea,Brewed herbal tea,Lemon Grass,Lg,4
744,13:22:07,574,43,1,3.0,Tea,Brewed herbal tea,Lemon Grass,Lg,4
744,13:22:07,574,70,1,3.25,Bakery,Scone,Cranberry Scone,Regular,4
752,11:10:55,285,31,1,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm,4
760,16:36:18,194,32,2,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg,4
760,16:36:18,194,75,1,3.5,Bakery,Pastry,Croissant,Regular,4
772,14:48:51,351,46,2,2.5,Tea,Brewed Green tea,Serenity Green Tea,Rg,4
775,16:28:23,576,41,2,4.25,Coffee,Barista Espresso,Cappuccino,Lg,4
805,18:27:34,713,52,1,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg,4
816,17:14:48,456,37,1,3.0,Coffee,Barista Espresso,Espresso shot,Regular,4
829,14:35:45,697,33,1,3.5,Coffee,Gourmet brewed coffee,Ethiopia,Lg,4
832,18:00:24,667,46,2,2.5,Tea,Brewed Green tea,Serenity Green Tea,Rg,4
841,13:34:37,754,51,2,3.0,Tea,Brewed Black tea,Earl Grey,Lg,4
843,15:36:14,716,51,1,3.0,Tea,Brewed Black tea,Earl Grey,Lg,4
843,15:36:14,716,74,1,3.5,Bakery,Biscotti,Ginger Biscotti,Regular,4
846,18:51:46,612,31,1,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm,4
850,13:05:27,799,49,2,3.0,Tea,Brewed Black tea,English Breakfast,Lg,4
853,14:10:07,693,28,2,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Sm,4
853,14:10:07,693,77,1,3.0,Bakery,Scone,Oatmeal Scone,Regular,4
857,14:42:24,709,29,2,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Rg,4
866,13:07:59,656,31,1,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm,4
874,19:57:49,216,54,2,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Rg,4
874,19:57:49,216,70,1,3.25,Bakery,Scone,Cranberry Scone,Regular,4
877,19:40:55,498,43,2,3.0,Tea,Brewed herbal tea,Lemon Grass,Lg,4
878,16:32:17,46,57,1,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Lg,4
885,13:31:28,587,49,2,3.0,Tea,Brewed Black tea,English Breakfast,Lg,4
890,18:59:51,24,42,1,2.5,Tea,Brewed herbal tea,Lemon Grass,Rg,4
903,11:56:55,607,34,1,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River,Sm,4
905,13:34:33,693,31,2,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm,4
908,16:58:27,621,60,2,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg,4
911,12:14:28,109,57,1,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Lg,4
912,12:29:54,120,54,1,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Rg,4
920,12:15:42,59,55,2,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai,Lg,4
920,12:15:42,59,77,1,3.0,Bakery,Scone,Oatmeal Scone,Regular,4
922,12:55:54,740,59,2,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Lg,4
931,12:35:02,91,38,1,3.75,Coffee,Barista Espresso,Latte,Regular,4
947,12:27:48,2,27,1,3.5,Coffee,Organic brewed coffee,Brazilian,Lg,4
950,19:10:34,52,41,2,4.25,Coffee,Barista Espresso,Cappuccino,Lg,4
952,13:51:49,381,46,2,2.5,Tea,Brewed Green tea,Serenity Green Tea,Rg,4
959,18:22:56,426,26,1,3.0,Coffee,Organic brewed coffee,Brazilian,Rg,4
963,17:43:13,758,34,2,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River,Sm,4
971,16:08:47,63,46,1,2.5,Tea,Brewed Green tea,Serenity Green Tea,Rg,4
979,13:41:46,497,61,2,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Lg,4
986,14:45:40,765,59,2,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Lg,4
987,12:11:32,107,34,1,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River,Sm,4
990,18:22:09,701,50,1,2.5,Tea,Brewed Black tea,Earl Grey,Rg,4
990,18:22:09,701,74,1,3.5,Bakery,Biscotti,Ginger Biscotti,Regular,4
998,19:07:12,216,53,2,3.0,Tea,Brewed Chai tea,Traditional Blend Chai,Lg,4
998,19:07:12,216,79,1,3.75,Bakery,Scone,Jumbo Savory Scone,Regular,4
1006,15:46:04,554,53,2,3.0,Tea,Brewed Chai tea,Traditional Blend Chai,Lg,4
1007,17:54:09,314,60,2,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg,4
1009,11:02:54,42,56,1,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Rg,4
1019,16:11:46,173,60,2,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg,4
1019,16:11:46,173,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular,4
1027,17:09:34,163,44,1,2.5,Tea,Brewed herbal tea,Peppermint,Rg,4
1027,17:09:34,163,75,1,3.5,Bakery,Pastry,Croissant,Regular,4
1028,19:26:52,11,52,2,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg,4
1028,19:26:52,11,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular,4
1030,13:20:11,311,33,1,3.5,Coffee,Gourmet brewed coffee,Ethiopia,Lg,4
1034,15:24:03,149,49,1,3.0,Tea,Brewed Black tea,English Breakfast,Lg,4
1034,15:24:03,149,74,1,3.5,Bakery,Biscotti,Ginger Biscotti,Regular,4
1037,13:42:51,20,29,2,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Rg,4
1043,18:25:24,175,60,1,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg,4
1048,16:24:36,637,35,1,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River,Rg,4
1059,13:36:14,425,48,2,2.5,Tea,Brewed Black tea,English Breakfast,Rg,4
1060,17:18:46,683,61,2,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Lg,4
1061,16:27:24,798,43,1,3.0,Tea,Brewed herbal tea,Lemon Grass,Lg,4
1073,15:19:12,68,41,2,4.25,Coffee,Barista Espresso,Cappuccino,Lg,4
1077,11:25:35,381,22,1,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm,4
1079,12:06:06,52,55,2,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai,Lg,4
1084,19:26:26,241,32,1,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg,4
1085,14:42:50,657,51,2,3.0,Tea,Brewed Black tea,Earl Grey,Lg,4
1090,12:04:18,70,37,2,3.0,Coffee,Barista Espresso,Espresso shot,Regular,4
1104,18:00:18,92,48,2,2.5,Tea,Brewed Black tea,English Breakfast,Rg,4
1107,12:28:14,65,49,1,3.0,Tea,Brewed Black tea,English Breakfast,Lg,4
1121,13:10:39,570,32,2,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg,4
1124,18:13:38,307,32,1,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg,4
1124,18:13:38,307,77,1,3.0,Bakery,Scone,Oatmeal Scone,Regular,4
1126,17:14:20,666,52,2,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg,4
1135,18:28:18,563,60,1,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg,4
1144,18:19:11,117,57,2,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Lg,4
1144,18:19:11,117,72,1,3.25,Bakery,Scone,Ginger Scone,Regular,4
1148,19:57:47,597,29,2,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Rg,4
1152,16:52:15,117,33,1,3.5,Coffee,Gourmet brewed coffee,Ethiopia,Lg,4
1153,14:37:41,648,52,1,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg,4
1154,14:35:07,767,61,2,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Lg,4
1158,18:19:35,762,55,2,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai,Lg,4
1161,17:31:28,192,54,2,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Rg,4
1166,18:29:43,721,58,2,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Rg,4
1188,15:50:37,70,23,2,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Rg,4
1203,11:41:10,323,31,1,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm,4
1211,18:19:20,525,39,1,4.25,Coffee,Barista Espresso,Latte,Rg,4
1217,13:17:45,408,53,1,3.0,Tea,Brewed Chai tea,Traditional Blend Chai,Lg,4
1217,13:17:45,408,75,1,3.5,Bakery,Pastry,Croissant,Regular,4
1220,12:11:45,460,46,2,2.5,Tea,Brewed Green tea,Serenity Green Tea,Rg,4
1223,12:55:11,555,45,2,3.0,Tea,Brewed herbal tea,Peppermint,Lg,4
1223,12:55:11,555,76,1,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Regular,4
1228,13:00:19,135,57,1,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Lg,4
1242,16:00:54,361,55,2,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai,Lg,4
1244,12:08:26,681,52,1,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg,4
1245,12:15:07,738,33,1,3.5,Coffee,Gourmet brewed coffee,Ethiopia,Lg,4
1246,12:30:12,560,44,2,2.5,Tea,Brewed herbal tea,Peppermint,Rg,4
1246,12:30:12,560,69,1,3.25,Bakery,Biscotti,Hazelnut Biscotti,Regular,4
1249,11:56:51,319,23,1,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Rg,4
1252,14:11:31,299,53,1,3.0,Tea,Brewed Chai tea,Traditional Blend Chai,Lg,4
1255,12:52:56,591,36,1,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Lg,4
1255,12:52:56,591,70,1,3.25,Bakery,Scone,Cranberry Scone,Regular,4
1274,13:12:45,403,46,1,2.5,Tea,Brewed Green tea,Serenity Green Tea,Rg,4
1274,13:12:45,403,79,1,3.75,Bakery,Scone,Jumbo Savory Scone,Regular,4
1276,17:00:51,187,37,2,3.0,Coffee,Barista Espresso,Espresso shot,Regular,4
1277,16:28:47,544,50,1,2.5,Tea,Brewed Black tea,Earl Grey,Rg,4
1281,15:54:55,765,51,2,3.0,Tea,Brewed Black tea,Earl Grey,Lg,4
1282,14:49:53,238,34,1,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River,Sm,4
1282,14:49:53,238,75,1,3.5,Bakery,Pastry,Croissant,Regular,4
1283,16:10:06,506,33,2,3.5,Coffee,Gourmet brewed coffee,Ethiopia,Lg,4
1292,14:16:38,145,51,2,3.0,Tea,Brewed Black tea,Earl Grey,Lg,4
1294,17:29:12,517,58,2,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Rg,4
1299,19:31:18,62,23,1,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Rg,4
1305,15:01:59,612,39,1,4.25,Coffee,Barista Espresso,Latte,Rg,4
1305,15:01:59,612,76,1,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Regular,4
1307,12:34:44,239,43,2,3.0,Tea,Brewed herbal tea,Lemon Grass,Lg,4
1309,12:42:44,139,36,2,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Lg,4
1313,13:54:41,28,49,2,3.0,Tea,Brewed Black tea,English Breakfast,Lg,4
1313,13:54:41,28,77,1,3.0,Bakery,Scone,Oatmeal Scone,Regular,4
1316,15:45:58,710,60,1,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg,4
1321,16:37:57,19,24,2,3.0,Coffee,Drip coffee,Our Old Time Diner Blend,Lg,4
1326,16:52:30,135,61,2,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Lg,4
1329,19:23:50,288,24,2,3.0,Coffee,Drip coffee,Our Old Time Diner Blend,Lg,4
1336,11:40:02,422,32,1,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg,4
1356,19:48:28,330,51,2,3.0,Tea,Brewed Black tea,Earl Grey,Lg,4
1360,17:11:59,769,37,2,3.0,Coffee,Barista Espresso,Espresso shot,Regular,4
1363,12:42:34,770,23,2,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Rg,4
1370,18:50:59,777,30,2,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Lg,4
1370,18:50:59,777,74,1,3.5,Bakery,Biscotti,Ginger Biscotti,Regular,4
1374,11:12:16,351,40,2,3.75,Coffee,Barista Espresso,Cappuccino,Regular,4
1377,15:42:26,779,47,1,3.0,Tea,Brewed Green tea,Serenity Green Tea,Lg,4
1378,16:01:27,663,42,1,2.5,Tea,Brewed herbal tea,Lemon Grass,Rg,4
1382,16:02:07,102,49,1,3.0,Tea,Brewed Black tea,English Breakfast,Lg,4
1394,13:23:24,523,32,1,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg,4
1398,17:45:26,545,47,1,3.0,Tea,Brewed Green tea,Serenity Green Tea,Lg,4
1398,17:45:26,545,79,1,3.75,Bakery,Scone,Jumbo Savory Scone,Regular,4
1408,14:32:50,186,54,1,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Rg,4
1408,14:32:50,186,75,1,3.5,Bakery,Pastry,Croissant,Regular,4
1411,19:24:25,748,45,2,3.0,Tea,Brewed herbal tea,Peppermint,Lg,4
1428,16:39:56,406,47,2,3.0,Tea,Brewed Green tea,Serenity Green Tea,Lg,4
1435,14:01:14,663,61,1,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Lg,4
1438,19:57:58,478,39,2,4.25,Coffee,Barista Espresso,Latte,Rg,4
1440,12:11:32,109,36,1,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Lg,4
1443,14:49:58,24,41,2,4.25,Coffee,Barista Espresso,Cappuccino,Lg,4
1446,12:05:17,260,38,1,3.75,Coffee,Barista Espresso,Latte,Regular,4
1446,12:05:17,260,77,1,3.0,Bakery,Scone,Oatmeal Scone,Regular,4
1448,11:11:06,462,49,1,3.0,Tea,Brewed Black tea,English Breakfast,Lg,4
1450,19:20:11,434,56,1,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Rg,4
1452,13:40:08,394,22,2,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm,4
1452,13:40:08,394,76,1,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Regular,4
1454,18:04:54,591,33,1,3.5,Coffee,Gourmet brewed coffee,Ethiopia,Lg,4
1462,19:56:23,696,48,2,2.5,Tea,Brewed Black tea,English Breakfast,Rg,4
1469,17:51:07,13,31,1,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm,4
1470,17:25:34,735,29,2,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Rg,4
1470,17:25:34,735,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular,4
1476,12:11:47,347,29,2,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Rg,4
1477,16:34:15,472,49,2,3.0,Tea,Brewed Black tea,English Breakfast,Lg,4
1481,15:21:38,154,60,1,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg,4
1485,12:09:11,530,47,1,3.0,Tea,Brewed Green tea,Serenity Green Tea,Lg,4
1487,16:21:57,463,52,1,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg,4
1491,18:07:35,537,23,1,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Rg,4
1492,19:07:47,578,49,1,3.0,Tea,Brewed Black tea,English Breakfast,Lg,4
1499,11:42:37,528,24,1,3.0,Coffee,Drip coffee,Our Old Time Diner Blend,Lg,4
1501,12:01:31,214,38,2,3.75,Coffee,Barista Espresso,Latte,Regular,4
1502,17:28:31,233,37,2,3.0,Coffee,Barista Espresso,Espresso shot,Regular,4
1503,15:40:31,166,38,1,3.75,Coffee,Barista Espresso,Latte,Regular,4
1505,12:41:55,435,25,2,2.2,Coffee,Organic brewed coffee,Brazilian,Sm,4
1506,19:44:14,686,33,2,3.5,Coffee,Gourmet brewed coffee,Ethiopia,Lg,4
1510,16:50:51,260,40,2,3.75,Coffee,Barista Espresso,Cappuccino,Regular,4
1514,17:21:41,633,46,2,2.5,Tea,Brewed Green tea,Serenity Green Tea,Rg,4
1514,17:21:41,633,73,1,3.75,Bakery,Pastry,Almond Croissant,Regular,4
1515,14:00:04,637,51,2,3.0,Tea,Brewed Black tea,Earl Grey,Lg,4
1518,13:52:40,415,38,1,3.75,Coffee,Barista Espresso,Latte,Regular,4
1518,13:52:40,415,72,1,3.25,Bakery,Scone,Ginger Scone,Regular,4
1525,18:05:56,42,25,2,2.2,Coffee,Organic brewed coffee,Brazilian,Sm,4
1533,18:05:50,709,40,2,3.75,Coffee,Barista Espresso,Cappuccino,Regular,4
1534,13:22:57,567,25,2,2.2,Coffee,Organic brewed coffee,Brazilian,Sm,4
1536,16:17:08,506,61,2,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Lg,4
1540,18:15:31,14,42,2,2.5,Tea,Brewed herbal tea,Lemon Grass,Rg,4
1545,13:31:14,122,34,2,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River,Sm,4
1546,17:46:13,438,31,2,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm,4
1553,11:29:55,395,34,1,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River,Sm,4
1554,13:24:14,557,22,1,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm,4
1555,17:17:22,90,35,1,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River,Rg,4
1556,12:46:17,337,22,1,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm,4
1558,14:44:30,7,38,2,3.75,Coffee,Barista Espresso,Latte,Regular,4
1560,18:00:47,323,60,1,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg,4
1564,19:51:50,158,37,1,3.0,Coffee,Barista Espresso,Espresso shot,Regular,4
1581,13:01:54,727,61,1,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Lg,4
1592,16:13:57,406,52,1,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg,4
1593,19:50:25,215,38,1,3.75,Coffee,Barista Espresso,Latte,Regular,4
1593,19:50:25,215,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular,4
1606,19:19:35,690,22,2,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm,4
1607,13:51:56,171,28,2,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Sm,4
1618,13:41:47,50,25,2,2.2,Coffee,Organic brewed coffee,Brazilian,Sm,4
1618,13:41:47,50,76,1,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Regular,4
1623,13:11:56,449,22,2,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm,4
1623,13:11:56,449,75,1,3.5,Bakery,Pastry,Croissant,Regular,4
1636,13:40:24,743,33,1,3.5,Coffee,Gourmet brewed coffee,Ethiopia,Lg,4
1649,14:44:12,728,32,1,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg,4
1651,14:40:13,253,43,2,3.0,Tea,Brewed herbal tea,Lemon Grass,Lg,4
1654,19:23:49,625,60,2,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg,4
1655,15:27:19,417,40,1,3.75,Coffee,Barista Espresso,Cappuccino,Regular,4
1659,13:54:06,557,27,1,3.5,Coffee,Organic brewed coffee,Brazilian,Lg,4
1663,12:16:39,111,58,2,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Rg,4
1663,12:16:39,111,79,1,3.75,Bakery,Scone,Jumbo Savory Scone,Regular,4
1668,15:49:30,574,38,2,3.75,Coffee,Barista Espresso,Latte,Regular,4
1669,19:49:37,158,51,1,3.0,Tea,Brewed Black tea,Earl Grey,Lg,4
1672,19:33:19,722,31,2,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm,4
1675,14:05:41,120,38,2,3.75,Coffee,Barista Espresso,Latte,Regular,4
1681,17:35:34,127,39,2,4.25,Coffee,Barista Espresso,Latte,Rg,4
1682,15:37:40,561,51,2,3.0,Tea,Brewed Black tea,Earl Grey,Lg,4
1682,15:37:40,561,75,1,3.5,Bakery,Pastry,Croissant,Regular,4
1688,18:05:03,506,42,2,2.5,Tea,Brewed herbal tea,Lemon Grass,Rg,4
1690,15:06:57,688,50,2,2.5,Tea,Brewed Black tea,Earl Grey,Rg,4
1693,11:13:45,194,52,1,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg,4
1704,18:20:32,39,39,2,4.25,Coffee,Barista Espresso,Latte,Rg,4
1714,19:56:53,190,33,1,3.5,Coffee,Gourmet brewed coffee,Ethiopia,Lg,4
1720,17:18:18,136,31,2,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm,4
1723,12:00:27,306,45,2,3.0,Tea,Brewed herbal tea,Peppermint,Lg,4
1728,12:42:06,81,37,1,3.0,Coffee,Barista Espresso,Espresso shot,Regular,4
1731,15:33:03,54,23,2,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Rg,4
1740,19:54:03,437,42,2,2.5,Tea,Brewed herbal tea,Lemon Grass,Rg,4
1741,13:29:49,155,49,2,3.0,Tea,Brewed Black tea,English Breakfast,Lg,4
1743,11:51:03,250,43,1,3.0,Tea,Brewed herbal tea,Lemon Grass,Lg,4
1748,16:32:28,590,47,1,3.0,Tea,Brewed Green tea,Serenity Green Tea,Lg,4
1750,16:48:38,166,52,2,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg,4
1754,15:10:55,408,35,2,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River,Rg,4
1761,16:30:35,148,44,1,2.5,Tea,Brewed herbal tea,Peppermint,Rg,4
1765,19:41:11,39,26,1,3.0,Coffee,Organic brewed coffee,Brazilian,Rg,4
1769,19:31:44,46,38,2,3.75,Coffee,Barista Espresso,Latte,Regular,4
1780,18:19:50,476,57,2,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Lg,4
1784,12:51:08,591,32,1,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg,4
1784,12:51:08,591,77,1,3.0,Bakery,Scone,Oatmeal Scone,Regular,4
1795,17:26:24,458,22,2,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm,4
1797,11:47:27,118,24,1,3.0,Coffee,Drip coffee,Our Old Time Diner Blend,Lg,4
1800,14:42:16,685,45,1,3.0,Tea,Brewed herbal tea,Peppermint,Lg,4
1801,18:12:16,400,38,2,3.75,Coffee,Barista Espresso,Latte,Regular,4
1803,13:39:31,92,22,2,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm,4
1809,13:47:15,268,54,2,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Rg,4
1821,15:59:13,202,31,1,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm,4
1821,15:59:13,202,75,1,3.5,Bakery,Pastry,Croissant,Regular,4
1826,19:48:41,55,30,2,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Lg,4
1826,19:48:41,55,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular,4
1831,11:03:05,252,41,1,4.25,Coffee,Barista Espresso,Cappuccino,Lg,4
1832,19:38:01,381,36,1,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Lg,4
1838,18:00:16,662,36,2,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Lg,4
1841,16:28:32,717,52,2,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg,4
1842,18:11:33,229,39,1,4.25,Coffee,Barista Espresso,Latte,Rg,4
1843,13:48:19,506,37,2,3.0,Coffee,Barista Espresso,Espresso shot,Regular,4
1851,11:27:30,294,60,1,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg,4
1853,11:05:28,124,34,1,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River,Sm,4
1857,16:33:48,326,56,2,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Rg,4
1857,16:33:48,326,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular,4
1865,14:19:59,99,45,1,3.0,Tea,Brewed herbal tea,Peppermint,Lg,4
1866,17:27:50,357,46,1,2.5,Tea,Brewed Green tea,Serenity Green Tea,Rg,4
1866,17:27:50,357,72,1,3.25,Bakery,Scone,Ginger Scone,Regular,4
1869,18:48:36,707,49,1,3.0,Tea,Brewed Black tea,English Breakfast,Lg,4
1872,14:54:31,509,36,2,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Lg,4
1879,17:02:07,448,60,2,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg,4
1885,11:10:49,616,38,1,3.75,Coffee,Barista Espresso,Latte,Regular,4
1889,13:05:52,695,31,2,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm,4
1889,13:05:52,695,69,1,3.25,Bakery,Biscotti,Hazelnut Biscotti,Regular,4
1912,16:09:38,474,26,2,3.0,Coffee,Organic brewed coffee,Brazilian,Rg,4
1913,18:09:26,573,51,2,3.0,Tea,Brewed Black tea,Earl Grey,Lg,4
1915,16:59:53,538,49,2,3.0,Tea,Brewed Black tea,English Breakfast,Lg,4
1917,17:29:15,362,59,1,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Lg,4
1929,12:11:04,278,50,2,2.5,Tea,Brewed Black tea,Earl Grey,Rg,4
1930,19:24:15,84,42,2,2.5,Tea,Brewed herbal tea,Lemon Grass,Rg,4
1937,18:56:35,252,43,2,3.0,Tea,Brewed herbal tea,Lemon Grass,Lg,4
